sample_id,phase,worker,train_index,active_edge_ratio_by_turn,active_node_ratio_by_turn,candidate_provenance_coverage,recovery_subgraph_size,final_answer_source_type
mbpp:85,phase3a,1,57,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:852,phase2,2,62,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",1.0,0.0,checker_approved_proposal
mbpp:852,phase3a,2,62,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",1.0,0.0,checker_approved_proposal
mbpp:853,phase2,1,40,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:853,phase3a,1,40,"[0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.5714285714285714, 0.5714285714285714]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.875,0.0,stage1
mbpp:859,phase2,0,7,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,3.0,stage1_anchor
mbpp:859,phase3a,0,7,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:860,phase2,2,0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:860,phase3a,2,0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:864,phase2,0,1,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0,stage1
mbpp:864,phase3a,0,1,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",1.0,0.0,sink_output
mbpp:874,phase2,1,3,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.9375,0.0,stage1
mbpp:874,phase3a,1,3,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.9375,0.0,stage1
mbpp:875,phase2,2,29,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",1.0,0.0,sink_output
mbpp:875,phase3a,2,29,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:88,phase2,1,25,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.0,stage1
mbpp:88,phase3a,1,25,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:888,phase2,2,1,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",0.9375,0.0,stage1
mbpp:888,phase3a,2,1,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.75, 0.75, 0.75, 0.75, 0.75]",0.9375,0.0,stage1
mbpp:893,phase2,2,49,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9166666666666666,0.0,checker_approved_proposal
mbpp:893,phase3a,2,49,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.875,0.0,sink_output
mbpp:899,phase2,2,51,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:899,phase3a,2,51,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",0.9375,0.0,stage1
mbpp:90,phase2,2,12,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:90,phase3a,2,12,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",0.8333333333333334,0.0,stage1
mbpp:901,phase2,1,59,"[1.0, 0.8888888888888888, 0.8888888888888888, 0.6666666666666666, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9333333333333333,0.0,stage1
mbpp:901,phase3a,1,59,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:902,phase2,1,21,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9473684210526315,0.0,stage1
mbpp:902,phase3a,1,21,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:907,phase2,0,33,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",1.0,5.0,stage1_anchor
mbpp:907,phase3a,0,33,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,6.0,stage1_anchor
mbpp:922,phase2,2,34,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:922,phase3a,2,34,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,4.0,sink_output
mbpp:939,phase2,0,22,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:939,phase3a,0,22,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:949,phase2,0,3,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",1.0,5.0,stage1_anchor
mbpp:949,phase3a,0,3,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143]",1.0,4.0,sink_output
mbpp:951,phase2,2,61,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",1.0,0.0,sink_output
mbpp:951,phase3a,2,61,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143, 0.7142857142857143]",0.9333333333333333,0.0,stage1
mbpp:952,phase2,0,37,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,5.0,stage1_anchor
mbpp:952,phase3a,0,37,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9166666666666666,6.0,stage1_anchor
mbpp:953,phase2,1,24,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714]",0.9333333333333333,0.0,stage1
mbpp:953,phase3a,1,24,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9444444444444444,0.0,stage1
mbpp:956,phase2,2,56,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:956,phase3a,2,56,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.875, 0.875, 0.875, 0.875, 0.875]",1.0,0.0,sink_output
mbpp:958,phase2,0,24,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:958,phase3a,0,24,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9230769230769231,0.0,stage1
mbpp:962,phase2,2,17,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,5.0,stage1_anchor
mbpp:962,phase3a,2,17,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,4.0,stage1_anchor
mbpp:965,phase2,2,54,"[0.875, 0.75, 0.75, 0.625, 0.625]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,sink_output
mbpp:965,phase3a,2,54,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.8823529411764706,0.0,stage1
mbpp:968,phase2,2,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9090909090909091,0.0,stage1
mbpp:968,phase3a,2,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9375,0.0,stage1
mbpp:972,phase2,1,13,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",1.0,0.0,sink_output
mbpp:972,phase3a,1,13,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.8571428571428571,0.0,stage1
